product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description
ZETA-USDC,0.0549,-4.35540069686411,5219917.8,-45.90670189211388,0.1,0.0001,1,10000000,0.1,70028011.2044817927170868,Zetachain,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZETA,,,ZETA-USD,[],ZETA,USD,False,0.0001,ZETA-USDC,CBE,286573.49,2024-01-31T16:56:00.239Z,,,,,,,,False,
GODS-USD,0.03654,0.74441687344913,7441987.89,147.99836022230993,0.01,0.00001,1,10000000,0.01,43837900,Gods Unchained,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,GODS,,,,['GODS-USDC'],GODS,USD,False,0.00001,GODS-USD,CBE,271930.24,2023-01-01T00:00:00Z,,,,,,,,False,
GODS-USDC,0.03654,0.74441687344913,7441987.89,147.99836022230993,0.01,0.00001,1,10000000,0.01,43837900,Gods Unchained,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,GODS,,,GODS-USD,[],GODS,USD,False,0.00001,GODS-USDC,CBE,271930.24,2023-01-01T00:00:00Z,,,,,,,,False,
ZEN-USD,5.799,1.82616330114135,46306.068,-17.82469039850725,0.001,0.001,1,10000000,0.001,1005700,Horizen,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZEN,,,,['ZEN-USDC'],ZEN,USD,False,0.001,ZEN-USD,CBE,268528.89,2023-01-01T00:00:00Z,,,,,,,,False,
ZEN-USDC,5.799,1.82616330114135,46306.068,-17.82469039850725,0.001,0.001,1,10000000,0.001,1005700,Horizen,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZEN,,,ZEN-USD,[],ZEN,USD,False,0.001,ZEN-USDC,CBE,268528.89,2023-01-01T00:00:00Z,,,,,,,,False,
STRK-USD,0.04,11.11111111111111,6689202.1,140.31178054702901,0.01,0.001,1,10000000,0.01,8333333.3333333333333333,Starknet Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,STRK,,,,['STRK-USDC'],STRK,USD,False,0.001,STRK-USD,CBE,267568.08,2024-02-21T16:53:02.145Z,,,,,,,,False,
STRK-USDC,0.04,11.11111111111111,6689202.1,140.31178054702901,0.01,0.001,1,10000000,0.01,8333333.3333333333333333,Starknet Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,STRK,,,STRK-USD,[],STRK,USD,False,0.001,STRK-USDC,CBE,267568.08,2024-02-21T16:53:02.145Z,,,,,,,,False,
ESP-USD,0.0937,-2.69989615784008,2822476.6,16.6232935980326,0.1,0.00001,1,10000000,0.1,135135072.0959344473511214,Espresso,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ESP,,,,['ESP-USDC'],ESP,USD,False,0.00001,ESP-USD,CBE,264466.06,2026-02-12T13:07:01.140Z,,,,,,,,False,
ESP-USDC,0.0937,-2.69989615784008,2822476.6,16.6232935980326,0.1,0.00001,1,10000000,0.1,135135072.0959344473511214,Espresso,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ESP,,,ESP-USD,[],ESP,USD,False,0.00001,ESP-USDC,CBE,264466.06,2026-02-12T13:07:01.140Z,,,,,,,,False,
LA-USD,0.2262,-8.19805194805195,1166294.6,643.90806445234514,0.1,0.0001,1,10000000,0.1,23101699.3516162802042908,Lagrange,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,LA,,,,['LA-USDC'],LA,USD,False,0.0001,LA-USD,CBE,263815.84,2025-06-04T16:44:01.140Z,,,,,,,,False,
LA-USDC,0.2262,-8.19805194805195,1166294.6,643.90806445234514,0.1,0.0001,1,10000000,0.1,23101699.3516162802042908,Lagrange,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,LA,,,LA-USD,[],LA,USD,False,0.0001,LA-USDC,CBE,263815.84,2025-06-04T16:44:01.140Z,,,,,,,,False,
ARB-USD,0.1001,0.1,2507046.12,-44.68006097729456,0.01,0.0001,1,10000000,0.01,10000000,Arbitrum,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ARB,,,,['ARB-USDC'],ARB,USD,False,0.0001,ARB-USD,CBE,250955.32,2023-03-22T16:05:00.095Z,,,,,,,,False,
ARB-USDC,0.1001,0.1,2507046.12,-44.68006097729456,0.01,0.0001,1,10000000,0.01,10000000,Arbitrum,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ARB,,,ARB-USD,[],ARB,USD,False,0.0001,ARB-USDC,CBE,250955.32,2023-03-22T16:05:00.095Z,,,,,,,,False,
MORPHO-USD,1.7905,3.1453424736448,132068.22,-50.68839289114709,0.01,0.0001,1,10000000,0.01,4958191.5049225251656294,Morpho,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,MORPHO,,,,['MORPHO-USDC'],MORPHO,USD,False,0.0001,MORPHO-USD,CBE,236468.15,2025-02-26T16:56:00.010Z,,,,,,,,False,
MORPHO-USDC,1.7905,3.1453424736448,132068.22,-50.68839289114709,0.01,0.0001,1,10000000,0.01,4958191.5049225251656294,Morpho,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MORPHO,,,MORPHO-USD,[],MORPHO,USD,False,0.0001,MORPHO-USDC,CBE,236468.15,2025-02-26T16:56:00.010Z,,,,,,,,False,
TOSHI-USD,0.0002114,-0.61118946873531,1104944878,-50.44440143730783,1,0.0000001,1,10000000,1,24029728023.2152673453076433,Toshi,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TOSHI,,,,['TOSHI-USDC'],TOSHI,USD,False,0.0000001,TOSHI-USD,CBE,233585.35,2025-01-22T21:09:02.268Z,,,,,,,,False,
TOSHI-USDC,0.0002114,-0.61118946873531,1104944878,-50.44440143730783,1,0.0000001,1,10000000,1,24029728023.2152673453076433,Toshi,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,TOSHI,,,TOSHI-USD,[],TOSHI,USD,False,0.0000001,TOSHI-USDC,CBE,233585.35,2025-01-22T21:09:02.268Z,,,,,,,,False,
POPCAT-USD,0.0526,1.74081237911025,4421366.17,-25.22463788932747,0.01,0.0001,1,10000000,0.01,36204897.8297954941278624,Popcat (SOL),US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,POPCAT,,,,['POPCAT-USDC'],POPCAT,USD,False,0.0001,POPCAT-USD,CBE,232563.86,2025-02-12T21:19:00.014Z,,,,,,,,False,
POPCAT-USDC,0.0526,1.74081237911025,4421366.17,-25.22463788932747,0.01,0.0001,1,10000000,0.01,36204897.8297954941278624,Popcat (SOL),USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,POPCAT,,,POPCAT-USD,[],POPCAT,USD,False,0.0001,POPCAT-USDC,CBE,232563.86,2025-02-12T21:19:00.014Z,,,,,,,,False,
BIRB-USD,0.1549,0.38885288399222,1497096.5,-16.61181150693966,0.1,0.0001,1,10000000,0.1,33519092.9060396240124467,Moonbirds,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BIRB,,,,['BIRB-USDC'],BIRB,USD,False,0.0001,BIRB-USD,CBE,231900.25,2026-01-28T14:08:00.059Z,,,,,,,,False,
BIRB-USDC,0.1549,0.38885288399222,1497096.5,-16.61181150693966,0.1,0.0001,1,10000000,0.1,33519092.9060396240124467,Moonbirds,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BIRB,,,BIRB-USD,[],BIRB,USD,False,0.0001,BIRB-USDC,CBE,231900.25,2026-01-28T14:08:00.059Z,,,,,,,,False,
ASTER-USD,0.685,0.43988269794721,323601.08,-49.69496143088567,0.01,0.001,1,10000000,0.01,7800233.1152025629810336,Aster,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ASTER,,,,['ASTER-USDC'],ASTER,USD,False,0.001,ASTER-USD,CBE,221666.74,2025-11-19T20:15:00.028Z,,,,,,,,False,
ASTER-USDC,0.685,0.43988269794721,323601.08,-49.69496143088567,0.01,0.001,1,10000000,0.01,7800233.1152025629810336,Aster,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ASTER,,,ASTER-USD,[],ASTER,USD,False,0.001,ASTER-USDC,CBE,221666.74,2025-11-19T20:15:00.028Z,,,,,,,,False,
APE-USD,0.094,0,2323719.22,26.01563070052034,0.01,0.001,1,10000000,0.01,2452900,ApeCoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,APE,,,,['APE-USDC'],APE,USD,False,0.001,APE-USD,CBE,218429.61,2023-01-01T00:00:00Z,,,,,,,,False,
APE-USDC,0.094,0,2323719.22,26.01563070052034,0.01,0.001,1,10000000,0.01,2452900,ApeCoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,APE,,,APE-USD,[],APE,USD,False,0.001,APE-USDC,CBE,218429.61,2023-01-01T00:00:00Z,,,,,,,,False,
PENDLE-USD,1.259,-0.86614173228346,172609.83,142.96378384830464,0.01,0.001,1,10000000,0.01,3485068.9391406400162199,Pendle,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PENDLE,,,,['PENDLE-USDC'],PENDLE,USD,False,0.001,PENDLE-USD,CBE,217315.78,2025-03-26T18:17:01.157Z,,,,,,,,False,
PENDLE-USDC,1.259,-0.86614173228346,172609.83,142.96378384830464,0.01,0.001,1,10000000,0.01,3485068.9391406400162199,Pendle,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PENDLE,,,PENDLE-USD,[],PENDLE,USD,False,0.001,PENDLE-USDC,CBE,217315.78,2025-03-26T18:17:01.157Z,,,,,,,,False,
CRO-USD,0.07495,-0.39867109634551,2898563,-32.71130541339188,0.1,0.00001,1,10000000,0.1,150568000,Cronos,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CRO,,,,['CRO-USDC'],CRO,USD,False,0.00001,CRO-USD,CBE,217247.3,2023-01-01T00:00:00Z,,,,,,,,False,
CRO-USDC,0.07495,-0.39867109634551,2898563,-32.71130541339188,0.1,0.00001,1,10000000,0.1,150568000,Cronos,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CRO,,,CRO-USD,[],CRO,USD,False,0.00001,CRO-USDC,CBE,217247.3,2023-01-01T00:00:00Z,,,,,,,,False,
SPX-USD,0.3045,-0.03282994090611,704569.6,-36.63409762180367,0.01,0.0001,1,10000000,0.01,7294721.529334157263164,SPX6900,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SPX,,,,['SPX-USDC'],SPX,USD,False,0.0001,SPX-USD,CBE,214541.44,2025-09-08T17:21:00.028Z,,,,,,,,False,
SPX-USDC,0.3045,-0.03282994090611,704569.6,-36.63409762180367,0.01,0.0001,1,10000000,0.01,7294721.529334157263164,SPX6900,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SPX,,,SPX-USD,[],SPX,USD,False,0.0001,SPX-USDC,CBE,214541.44,2025-09-08T17:21:00.028Z,,,,,,,,False,
AXS-USD,1.193,-2.85016286644951,177741.887,-66.7264951279637,0.001,0.001,1,10000000,0.001,24000,Axie Infinity,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AXS,,,,['AXS-USDC'],AXS,USD,False,0.001,AXS-USD,CBE,212046.07,2023-01-01T00:00:00Z,,,,,,,,False,
AXS-USDC,1.193,-2.85016286644951,177741.887,-66.7264951279637,0.001,0.001,1,10000000,0.001,24000,Axie Infinity,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AXS,,,AXS-USD,[],AXS,USD,False,0.001,AXS-USDC,CBE,212046.07,2023-01-01T00:00:00Z,,,,,,,,False,
BIO-USD,0.01999,-0.19970044932601,10603138,27.28936297587061,0.1,0.00001,1,10000000,0.1,133671092.4874363276705696,Bio Protocol,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BIO,,,,['BIO-USDC'],BIO,USD,False,0.00001,BIO-USD,CBE,211956.73,2025-07-30T16:32:00.026Z,,,,,,,,False,
BIO-USDC,0.01999,-0.19970044932601,10603138,27.28936297587061,0.1,0.00001,1,10000000,0.1,133671092.4874363276705696,Bio Protocol,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BIO,,,BIO-USD,[],BIO,USD,False,0.00001,BIO-USDC,CBE,211956.73,2025-07-30T16:32:00.026Z,,,,,,,,False,
SUPER-USD,0.11278,0.21325750844144,1856487.54,49.40487370097163,0.01,0.00001,1,10000000,0.01,85779500,SuperVerse,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SUPER,,,,['SUPER-USDC'],SUPER,USD,False,0.00001,SUPER-USD,CBE,209374.66,2023-01-01T00:00:00Z,,,,,,,,False,
SUPER-USDC,0.11278,0.21325750844144,1856487.54,49.40487370097163,0.01,0.00001,1,10000000,0.01,85779500,SuperVerse,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SUPER,,,SUPER-USD,[],SUPER,USD,False,0.00001,SUPER-USDC,CBE,209374.66,2023-01-01T00:00:00Z,,,,,,,,False,
STX-USD,0.2462,0,843872.44,-45.32683994441257,0.01,0.0001,1,10000000,0.01,11556400,Stacks,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,STX,,,,['STX-USDC'],STX,USD,False,0.0001,STX-USD,CBE,207761.39,2023-01-01T00:00:00Z,,,,,,,,False,
STX-USDC,0.2462,0,843872.44,-45.32683994441257,0.01,0.0001,1,10000000,0.01,11556400,Stacks,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,STX,,,STX-USD,[],STX,USD,False,0.0001,STX-USDC,CBE,207761.39,2023-01-01T00:00:00Z,,,,,,,,False,
SYRUP-USD,0.2358,-1.95426195426195,879085.1,-65.53983425128053,0.1,0.0001,1,10000000,0.1,73281086.2795751710857166,Maple Finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SYRUP,,,,['SYRUP-USDC'],SYRUP,USD,False,0.0001,SYRUP-USD,CBE,207288.27,2025-03-12T19:08:04.564Z,,,,,,,,False,
SYRUP-USDC,0.2358,-1.95426195426195,879085.1,-65.53983425128053,0.1,0.0001,1,10000000,0.1,73281086.2795751710857166,Maple Finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SYRUP,,,SYRUP-USD,[],SYRUP,USD,False,0.0001,SYRUP-USDC,CBE,207288.27,2025-03-12T19:08:04.564Z,,,,,,,,False,
EDGE-USD,0.13032,-1.41463045616159,1555314.3,-72.31122192375617,0.1,0.00001,1,10000000,0.1,111095135.5935810422927024,Definitive,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,EDGE,,,,['EDGE-USDC'],EDGE,USD,False,0.00001,EDGE-USD,CBE,202688.56,2025-04-02T19:43:00.014Z,,,,,,,,False,
EDGE-USDC,0.13032,-1.41463045616159,1555314.3,-72.31122192375617,0.1,0.00001,1,10000000,0.1,111095135.5935810422927024,Definitive,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,EDGE,,,EDGE-USD,[],EDGE,USD,False,0.00001,EDGE-USDC,CBE,202688.56,2025-04-02T19:43:00.014Z,,,,,,,,False,
NMR-USD,7.53,-1.82529335071708,26466.282,-29.4231840103535,0.001,0.01,1,10000000,0.001,572700,Numeraire,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,NMR,,,,['NMR-USDC'],NMR,USD,False,0.01,NMR-USD,CBE,199291.1,2023-01-01T00:00:00Z,,,,,,,,False,
NMR-USDC,7.53,-1.82529335071708,26466.282,-29.4231840103535,0.001,0.01,1,10000000,0.001,572700,Numeraire,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,NMR,,,NMR-USD,[],NMR,USD,False,0.01,NMR-USDC,CBE,199291.1,2023-01-01T00:00:00Z,,,,,,,,False,
AMP-USD,0.00129,0.78125,154447283,48.33462521346708,1,0.00001,1,10000000,1,2506153200,Amp,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AMP,,,,['AMP-USDC'],AMP,USD,False,0.00001,AMP-USD,CBE,199237,2023-01-01T00:00:00Z,,,,,,,,False,
AMP-USDC,0.00129,0.78125,154447283,48.33462521346708,1,0.00001,1,10000000,1,2506153200,Amp,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AMP,,,AMP-USD,[],AMP,USD,False,0.00001,AMP-USDC,CBE,199237,2023-01-01T00:00:00Z,,,,,,,,False,
CFG-USD,0.1442,-5.06912442396313,1377088.4,-74.99386644549371,0.1,0.0001,1,10000000,0.1,36120250.0134108298810508,Centrifuge,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CFG,,,,['CFG-USDC'],CFG,USD,False,0.0001,CFG-USD,CBE,198576.15,2025-09-24T15:59:04.496Z,,,,,,,,False,
CFG-USDC,0.1442,-5.06912442396313,1377088.4,-74.99386644549371,0.1,0.0001,1,10000000,0.1,36120250.0134108298810508,Centrifuge,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CFG,,,CFG-USD,[],CFG,USD,False,0.0001,CFG-USDC,CBE,198576.15,2025-09-24T15:59:04.496Z,,,,,,,,False,
IOTX-USD,0.01271,-0.78064012490242,15537207,-3.94826294692101,1,0.00001,1,10000000,1,364617000,IoTeX,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,IOTX,,,,['IOTX-USDC'],IOTX,USD,False,0.00001,IOTX-USD,CBE,197477.9,2023-01-01T00:00:00Z,,,,,,,,False,
IOTX-USDC,0.01271,-0.78064012490242,15537207,-3.94826294692101,1,0.00001,1,10000000,1,364617000,IoTeX,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,IOTX,,,IOTX-USD,[],IOTX,USD,False,0.00001,IOTX-USDC,CBE,197477.9,2023-01-01T00:00:00Z,,,,,,,,False,
ORCA-USD,0.9307,0.38830762593032,212052.44,-25.53534745990491,0.01,0.0001,1,10000000,0.01,13392900,Orca,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ORCA,,,,['ORCA-USDC'],ORCA,USD,False,0.0001,ORCA-USD,CBE,197357.21,2023-01-01T00:00:00Z,,,,,,,,False,
ORCA-USDC,0.9307,0.38830762593032,212052.44,-25.53534745990491,0.01,0.0001,1,10000000,0.01,13392900,Orca,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ORCA,,,ORCA-USD,[],ORCA,USD,False,0.0001,ORCA-USDC,CBE,197357.21,2023-01-01T00:00:00Z,,,,,,,,False,
CHZ-USD,0.0362,1.11731843575419,5390177.4,522.07825002106225,0.1,0.0001,1,10000000,0.1,88347800,Chiliz,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CHZ,,,,['CHZ-USDC'],CHZ,USD,False,0.0001,CHZ-USD,CBE,195124.42,2023-01-01T00:00:00Z,,,,,,,,False,
CHZ-USDC,0.0362,1.11731843575419,5390177.4,522.07825002106225,0.1,0.0001,1,10000000,0.1,88347800,Chiliz,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CHZ,,,CHZ-USD,[],CHZ,USD,False,0.0001,CHZ-USDC,CBE,195124.42,2023-01-01T00:00:00Z,,,,,,,,False,
OPN-USD,0.2725,-3.91396332863188,715376.61,-63.77996144844731,0.01,0.0001,1,10000000,0.01,19083211.5745753135934293,OPINION,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,OPN,,,,['OPN-USDC'],OPN,USD,False,0.0001,OPN-USD,CBE,194940.13,2026-03-04T22:07:00.018Z,,,,,,,,False,
OPN-USDC,0.2725,-3.91396332863188,715376.61,-63.77996144844731,0.01,0.0001,1,10000000,0.01,19083211.5745753135934293,OPINION,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,OPN,,,OPN-USD,[],OPN,USD,False,0.0001,OPN-USDC,CBE,194940.13,2026-03-04T22:07:00.018Z,,,,,,,,False,
IMU-USD,0.00337,1.81268882175227,57424135,-12.5214207685852,1,0.00001,1,10000000,1,107455084.2424848954791052,ImmuneFi,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,IMU,,,,['IMU-USDC'],IMU,USD,False,0.00001,IMU-USD,CBE,193519.33,2026-01-22T14:21:03.375Z,,,,,,,,False,
IMU-USDC,0.00337,1.81268882175227,57424135,-12.5214207685852,1,0.00001,1,10000000,1,107455084.2424848954791052,ImmuneFi,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,IMU,,,IMU-USD,[],IMU,USD,False,0.00001,IMU-USDC,CBE,193519.33,2026-01-22T14:21:03.375Z,,,,,,,,False,
JTO-USD,0.305,0.82644628099174,623391,-32.75554475429046,0.1,0.0001,1,10000000,0.1,50000000,Jito,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,JTO,,,,['JTO-USDC'],JTO,USD,False,0.0001,JTO-USD,CBE,190134.26,2023-12-06T20:05:00.846Z,,,,,,,,False,
JTO-USDC,0.305,0.82644628099174,623391,-32.75554475429046,0.1,0.0001,1,10000000,0.1,50000000,Jito,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,JTO,,,JTO-USD,[],JTO,USD,False,0.0001,JTO-USDC,CBE,190134.26,2023-12-06T20:05:00.846Z,,,,,,,,False,
GST-USD,0.001716,-6.4340239912759,109398349.05,-76.56864565632009,0.01,0.000001,1,10000000,0.01,499235600,Green Satoshi Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,GST,,,,['GST-USDC'],GST,USD,False,0.000001,GST-USD,CBE,187727.57,2023-01-01T00:00:00Z,,,,,,,,False,
GST-USDC,0.001716,-6.4340239912759,109398349.05,-76.56864565632009,0.01,0.000001,1,10000000,0.01,499235600,Green Satoshi Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,GST,,,GST-USD,[],GST,USD,False,0.000001,GST-USDC,CBE,187727.57,2023-01-01T00:00:00Z,,,,,,,,False,
TON-USD,1.263,1.36436597110754,145566.89,-35.82872794586134,0.01,0.001,1,10000000,0.01,5771662.8544150854650486,Toncoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TON,,,,['TON-USDC'],TON,USD,False,0.001,TON-USD,CBE,183850.98,2025-11-17T19:38:00.021Z,,,,,,,,False,
TON-USDC,1.263,1.36436597110754,145566.89,-35.82872794586134,0.01,0.001,1,10000000,0.01,5771662.8544150854650486,Toncoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,TON,,,TON-USD,[],TON,USD,False,0.001,TON-USDC,CBE,183850.98,2025-11-17T19:38:00.021Z,,,,,,,,False,
IDEX-USD,0.0049,4.25531914893617,37393904.7,12.76660482159253,0.1,0.0001,1,10000000,0.1,193442500,IDEX,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,IDEX,,,,['IDEX-USDC'],IDEX,USD,False,0.0001,IDEX-USD,CBE,183230.13,2023-01-01T00:00:00Z,,,,,,,,False,
IDEX-USDC,0.0049,4.25531914893617,37393904.7,12.76660482159253,0.1,0.0001,1,10000000,0.1,193442500,IDEX,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,IDEX,,,IDEX-USD,[],IDEX,USD,False,0.0001,IDEX-USDC,CBE,183230.13,2023-01-01T00:00:00Z,,,,,,,,False,
SPK-USD,0.02228,0.27002700270027,8101766.7,20.36013973349994,0.1,0.00001,1,10000000,0.1,179923162.6654739315518071,Spark,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SPK,,,,['SPK-USDC'],SPK,USD,False,0.00001,SPK-USD,CBE,180507.36,2025-06-17T17:55:00.020Z,,,,,,,,False,
SPK-USDC,0.02228,0.27002700270027,8101766.7,20.36013973349994,0.1,0.00001,1,10000000,0.1,179923162.6654739315518071,Spark,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SPK,,,SPK-USD,[],SPK,USD,False,0.00001,SPK-USDC,CBE,180507.36,2025-06-17T17:55:00.020Z,,,,,,,,False,
SAPIEN-USD,0.07455,2.31951688169091,2382253.9,-28.98336843740772,0.1,0.00001,1,10000000,0.1,66660514.832622808992492,Sapien,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SAPIEN,,,,['SAPIEN-USDC'],SAPIEN,USD,False,0.00001,SAPIEN-USD,CBE,177597.03,2025-08-20T18:38:00.029Z,,,,,,,,False,
SAPIEN-USDC,0.07455,2.31951688169091,2382253.9,-28.98336843740772,0.1,0.00001,1,10000000,0.1,66660514.832622808992492,Sapien,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SAPIEN,,,SAPIEN-USD,[],SAPIEN,USD,False,0.00001,SAPIEN-USDC,CBE,177597.03,2025-08-20T18:38:00.029Z,,,,,,,,False,
CVX-USD,1.828,1.10619469026549,92715.22,-26.5549732443369,0.001,0.001,1,10000000,0.001,1934876.6979217812512031,Convex Finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CVX,,,,['CVX-USDC'],CVX,USD,False,0.001,CVX-USD,CBE,169483.42,2023-01-01T00:00:00Z,,,,,,,,False,
CVX-USDC,1.828,1.10619469026549,92715.22,-26.5549732443369,0.001,0.001,1,10000000,0.001,1934876.6979217812512031,Convex Finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CVX,,,CVX-USD,[],CVX,USD,False,0.001,CVX-USDC,CBE,169483.42,2023-01-01T00:00:00Z,,,,,,,,False,
YFI-USD,2658.82,-3.96864954671868,61.402176,-2.85455568854306,0.000001,0.01,1,10000000,0.000001,1200,yearn.finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,YFI,,,,['YFI-USDC'],YFI,USD,False,0.01,YFI-USD,CBE,163257.33,2023-01-01T00:00:00Z,,,,,,,,False,
YFI-USDC,2658.82,-3.96864954671868,61.402176,-2.85455568854306,0.000001,0.01,1,10000000,0.000001,1200,yearn.finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,YFI,,,YFI-USD,[],YFI,USD,False,0.01,YFI-USDC,CBE,163257.33,2023-01-01T00:00:00Z,,,,,,,,False,
LINK-EUR,7.84,0.38412291933419,20298.03,-32.52709233682686,0.01,0.01,1,10000000,0.01,76000,Chainlink,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,LINK,,,,[],LINK,EUR,False,0.01,LINK-EUR,CBE,159136.56,2023-01-01T00:00:00Z,,,,,,,,False,
HNT-USD,1.228,-2.15139442231076,127483.63,-41.74504449422265,0.01,0.001,1,10000000,0.01,7031336.3755551802914817,Helium,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,HNT,,,,['HNT-USDC'],HNT,USD,False,0.001,HNT-USD,CBE,156549.9,2023-07-11T16:04:00.718Z,,,,,,,,False,
HNT-USDC,1.228,-2.15139442231076,127483.63,-41.74504449422265,0.01,0.001,1,10000000,0.01,7031336.3755551802914817,Helium,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,HNT,,,HNT-USD,[],HNT,USD,False,0.001,HNT-USDC,CBE,156549.9,2023-07-11T16:04:00.718Z,,,,,,,,False,
ADA-EUR,0.2286,-0.69504778453519,661160.52,-30.55331921859752,0.01,0.0001,1,10000000,0.01,32381300,Cardano,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,ADA,,,,[],ADA,EUR,False,0.0001,ADA-EUR,CBE,151141.2949,2023-01-01T00:00:00Z,,,,,,,,False,
