product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description
BTC-USD,70339.73,0.77486916695511,3873.9938386,-45.16236985777315,0.00000001,0.01,1,150000000,0.00000001,3400,Bitcoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BTC,,,,['BTC-USDC'],BTC,USD,False,0.01,BTC-USD,CBE,272495680.63,2023-01-01T00:00:00Z,,,,,,,,False,
BTC-USDC,70339.73,0.77486916695511,3873.9938386,-45.16236985777315,0.00000001,0.01,1,150000000,0.00000001,3400,Bitcoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BTC,,,BTC-USD,[],BTC,USD,False,0.01,BTC-USDC,CBE,272495680.63,2023-01-01T00:00:00Z,,,,,,,,False,
ETH-USD,2147.91,0.51711389609053,63374.57777248,-55.90133359951787,0.00000001,0.01,1,150000000,0.00000001,42000,Ethereum,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ETH,,,,['ETH-USDC'],ETH,USD,False,0.01,ETH-USD,CBE,136122889.34,2023-01-01T00:00:00Z,,,,,,,,False,
ETH-USDC,2147.91,0.51711389609053,63374.57777248,-55.90133359951787,0.00000001,0.01,1,150000000,0.00000001,42000,Ethereum,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ETH,,,ETH-USD,[],ETH,USD,False,0.01,ETH-USDC,CBE,136122889.34,2023-01-01T00:00:00Z,,,,,,,,False,
XRP-USD,1.4369,-0.02087392151406,36543707.152311,-29.57118912754204,0.000001,0.0001,1,10000000,0.000001,11996772.8407292192545075,XRP,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,XRP,,,,['XRP-USDC'],XRP,USD,False,0.0001,XRP-USD,CBE,52509652.81,2023-07-13T19:47:00.692Z,,,,,,,,False,
XRP-USDC,1.4369,-0.02087392151406,36543707.152311,-29.57118912754204,0.000001,0.0001,1,10000000,0.000001,11996772.8407292192545075,XRP,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,XRP,,,XRP-USD,[],XRP,USD,False,0.0001,XRP-USDC,CBE,52509652.81,2023-07-13T19:47:00.692Z,,,,,,,,False,
SOL-USD,89.74,0.92217723796671,413305.3813037,-50.70366800495227,0.00000001,0.01,1,25000000,0.00000001,1274000,Solana,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SOL,,,,['SOL-USDC'],SOL,USD,False,0.01,SOL-USD,CBE,37090024.92,2023-01-01T00:00:00Z,,,,,,,,False,
SOL-USDC,89.74,0.92217723796671,413305.3813037,-50.70366800495227,0.00000001,0.01,1,25000000,0.00000001,1274000,Solana,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SOL,,,SOL-USD,[],SOL,USD,False,0.01,SOL-USDC,CBE,37090024.92,2023-01-01T00:00:00Z,,,,,,,,False,
USDT-USD,0.99974,0.01100407150646,26093089.08,-11.13804165246243,0.01,0.00001,1,10000000,0.01,10480600,Tether,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,USDT,,,,[],USDT,USD,False,0.00001,USDT-USD,CBE,26086304.88,2023-01-01T00:00:00Z,,,,,,,,False,
TAO-USD,272.93,-1.38387050151756,73929.7858,-48.43369176208743,0.0001,0.01,1,10000000,0.0001,23557.2849836974065586,Bittensor,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TAO,,,,['TAO-USDC'],TAO,USD,False,0.01,TAO-USD,CBE,20177656.44,2025-02-19T16:57:00.011Z,,,,,,,,False,
TAO-USDC,272.93,-1.38387050151756,73929.7858,-48.43369176208743,0.0001,0.01,1,10000000,0.0001,23557.2849836974065586,Bittensor,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,TAO,,,TAO-USD,[],TAO,USD,False,0.01,TAO-USDC,CBE,20177656.44,2025-02-19T16:57:00.011Z,,,,,,,,False,
ZEC-USD,231.22,-1.6921768707483,53124.1682665,-58.5089405019547,0.00000001,0.01,1,10000000,0.00000001,288300,Zcash,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZEC,,,,['ZEC-USDC'],ZEC,USD,False,0.01,ZEC-USD,CBE,12283370.19,2023-01-01T00:00:00Z,,,,,,,,False,
ZEC-USDC,231.22,-1.6921768707483,53124.1682665,-58.5089405019547,0.00000001,0.01,1,10000000,0.00000001,288300,Zcash,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZEC,,,ZEC-USD,[],ZEC,USD,False,0.01,ZEC-USDC,CBE,12283370.19,2023-01-01T00:00:00Z,,,,,,,,False,
BTC-EUR,60815.85,0.71523960998914,174.82842334,-55.16422196771042,0.00000001,0.01,1,10000000,0.00000001,400,Bitcoin,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,BTC,,,,[],BTC,EUR,False,0.01,BTC-EUR,CBE,10632339.17,2023-01-01T00:00:00Z,,,,,,,,False,
LINK-USD,9.071,0.46516779266807,1037198.3,-9.28016853274278,0.01,0.001,1,10000000,0.01,1503100,Chainlink,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,LINK,,,,['LINK-USDC'],LINK,USD,False,0.001,LINK-USD,CBE,9408425.78,2023-01-01T00:00:00Z,,,,,,,,False,
LINK-USDC,9.071,0.46516779266807,1037198.3,-9.28016853274278,0.01,0.001,1,10000000,0.01,1503100,Chainlink,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,LINK,,,LINK-USD,[],LINK,USD,False,0.001,LINK-USDC,CBE,9408425.78,2023-01-01T00:00:00Z,,,,,,,,False,
DOGE-USD,0.09436,0.46848381601363,87750033.5,-37.76331286132231,0.1,0.00001,1,10000000,0.1,141834300,Dogecoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,DOGE,,,,['DOGE-USDC'],DOGE,USD,False,0.00001,DOGE-USD,CBE,8280093.16,2023-01-01T00:00:00Z,,,,,,,,False,
DOGE-USDC,0.09436,0.46848381601363,87750033.5,-37.76331286132231,0.1,0.00001,1,10000000,0.1,141834300,Dogecoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,DOGE,,,DOGE-USD,[],DOGE,USD,False,0.00001,DOGE-USDC,CBE,8280093.16,2023-01-01T00:00:00Z,,,,,,,,False,
USDC-EUR,0.8646,-0.02312673450509,9111087.8,-71.63928939326281,0.01,0.0001,1,10000000,0.01,10000000,USDC,Euro,False,False,False,online,False,True,False,False,False,SPOT,EUR,USDC,,,,[],USDC,EUR,False,0.0001,USDC-EUR,CBE,7877446.5119,2023-01-01T00:00:00Z,,,,,,,,False,
ADA-USD,0.2643,-0.6390977443609,26056595.30759943,-23.06380549110141,0.00000001,0.0001,1,10000000,0.00000001,30176000,Cardano,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ADA,,,,['ADA-USDC'],ADA,USD,False,0.0001,ADA-USD,CBE,6886758.14,2023-01-01T00:00:00Z,,,,,,,,False,
ADA-USDC,0.2643,-0.6390977443609,26056595.30759943,-23.06380549110141,0.00000001,0.0001,1,10000000,0.00000001,30176000,Cardano,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ADA,,,ADA-USD,[],ADA,USD,False,0.0001,ADA-USDC,CBE,6886758.14,2023-01-01T00:00:00Z,,,,,,,,False,
HYPE-USD,40.07,1.52014187990879,165541.397,-51.6140695815141,0.001,0.01,1,10000000,0.001,304305.8421594722566161,Hyperliquid,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,HYPE,,,,['HYPE-USDC'],HYPE,USD,False,0.01,HYPE-USD,CBE,6633243.78,2026-02-05T16:56:00.025Z,,,,,,,,False,
HYPE-USDC,40.07,1.52014187990879,165541.397,-51.6140695815141,0.001,0.01,1,10000000,0.001,304305.8421594722566161,Hyperliquid,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,HYPE,,,HYPE-USD,[],HYPE,USD,False,0.01,HYPE-USDC,CBE,6633243.78,2026-02-05T16:56:00.025Z,,,,,,,,False,
LTC-USD,55.71,0.39646783204181,91254.32782262,-17.31498111773146,0.00000001,0.01,1,10000000,0.00000001,122300,Litecoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,LTC,,,,['LTC-USDC'],LTC,USD,False,0.01,LTC-USD,CBE,5083778.6,2023-01-01T00:00:00Z,,,,,,,,False,
LTC-USDC,55.71,0.39646783204181,91254.32782262,-17.31498111773146,0.00000001,0.01,1,10000000,0.00000001,122300,Litecoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,LTC,,,LTC-USD,[],LTC,USD,False,0.01,LTC-USDC,CBE,5083778.6,2023-01-01T00:00:00Z,,,,,,,,False,
PAXG-USD,4510.57,-1.81221728321963,987.95749,-56.89211340834303,0.00001,0.01,1,10000000,0.00001,2935.9733398673871158,PAX Gold,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PAXG,,,,['PAXG-USDC'],PAXG,USD,False,0.01,PAXG-USD,CBE,4456251.42,2025-05-07T16:19:00.016Z,,,,,,,,False,
PAXG-USDC,4510.57,-1.81221728321963,987.95749,-56.89211340834303,0.00001,0.01,1,10000000,0.00001,2935.9733398673871158,PAX Gold,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PAXG,,,PAXG-USD,[],PAXG,USD,False,0.01,PAXG-USDC,CBE,4456251.42,2025-05-07T16:19:00.016Z,,,,,,,,False,
SUI-USD,0.9611,-0.15582796592562,4522600.5,-53.13257644031273,0.1,0.0001,1,10000000,0.1,8632925.2247136092006656,SUI,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SUI,,,,['SUI-USDC'],SUI,USD,False,0.0001,SUI-USD,CBE,4346671.34,2023-05-17T15:54:00.704Z,,,,,,,,False,
SUI-USDC,0.9611,-0.15582796592562,4522600.5,-53.13257644031273,0.1,0.0001,1,10000000,0.1,8632925.2247136092006656,SUI,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SUI,,,SUI-USD,[],SUI,USD,False,0.0001,SUI-USDC,CBE,4346671.34,2023-05-17T15:54:00.704Z,,,,,,,,False,
FARTCOIN-USD,0.1958,-1.26071608673727,21340074,-48.75607130780994,0.01,0.0001,1,10000000,0.01,6699148.7805879955638943,Fartcoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,FARTCOIN,,,,['FARTCOIN-USDC'],FARTCOIN,USD,False,0.0001,FARTCOIN-USD,CBE,4178386.49,2025-06-11T16:36:00.017Z,,,,,,,,False,
FARTCOIN-USDC,0.1958,-1.26071608673727,21340074,-48.75607130780994,0.01,0.0001,1,10000000,0.01,6699148.7805879955638943,Fartcoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FARTCOIN,,,FARTCOIN-USD,[],FARTCOIN,USD,False,0.0001,FARTCOIN-USDC,CBE,4178386.49,2025-06-11T16:36:00.017Z,,,,,,,,False,
VVV-USD,6.1966,7.79320182305257,608712.413,-36.45647502716589,0.001,0.0001,1,10000000,0.001,864828.224540995339115,Venice Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,VVV,,,,['VVV-USDC'],VVV,USD,False,0.0001,VVV-USD,CBE,3771947.34,2025-01-27T23:29:03.404Z,,,,,,,,False,
VVV-USDC,6.1966,7.79320182305257,608712.413,-36.45647502716589,0.001,0.0001,1,10000000,0.001,864828.224540995339115,Venice Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,VVV,,,VVV-USD,[],VVV,USD,False,0.0001,VVV-USDC,CBE,3771947.34,2025-01-27T23:29:03.404Z,,,,,,,,False,
FET-USD,0.2265,1.07095046854083,16556759.1,-38.45383136031569,0.1,0.0001,1,10000000,0.1,26973400,Artificial Superintelligence Alliance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,FET,,,,['FET-USDC'],FET,USD,False,0.0001,FET-USD,CBE,3750105.94,2023-01-01T00:00:00Z,,,,,,,,False,
FET-USDC,0.2265,1.07095046854083,16556759.1,-38.45383136031569,0.1,0.0001,1,10000000,0.1,26973400,Artificial Superintelligence Alliance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FET,,,FET-USD,[],FET,USD,False,0.0001,FET-USDC,CBE,3750105.94,2023-01-01T00:00:00Z,,,,,,,,False,
BCH-USD,466.08,-0.35915854284248,6835.08460332,-14.22283237897005,0.00000001,0.01,1,10000000,0.00000001,84200,Bitcoin Cash,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BCH,,,,['BCH-USDC'],BCH,USD,False,0.01,BCH-USD,CBE,3185696.23,2023-01-01T00:00:00Z,,,,,,,,False,
BCH-USDC,466.08,-0.35915854284248,6835.08460332,-14.22283237897005,0.00000001,0.01,1,10000000,0.00000001,84200,Bitcoin Cash,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BCH,,,BCH-USD,[],BCH,USD,False,0.01,BCH-USDC,CBE,3185696.23,2023-01-01T00:00:00Z,,,,,,,,False,
AKT-USD,0.602,8.46846846846847,4971668.53,58.96219904090611,0.01,0.001,1,10000000,0.01,1855697.9294763441382757,Akash Network,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AKT,,,,['AKT-USDC'],AKT,USD,False,0.001,AKT-USD,CBE,2992944.46,2024-03-18T15:55:00.938Z,,,,,,,,False,
AKT-USDC,0.602,8.46846846846847,4971668.53,58.96219904090611,0.01,0.001,1,10000000,0.01,1855697.9294763441382757,Akash Network,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AKT,,,AKT-USD,[],AKT,USD,False,0.001,AKT-USDC,CBE,2992944.46,2024-03-18T15:55:00.938Z,,,,,,,,False,
ETH-EUR,1857.39,0.39620336637731,1592.44455804,-50.0214627011118,0.00000001,0.01,1,10000000,0.00000001,6700,Ethereum,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,ETH,,,,[],ETH,EUR,False,0.01,ETH-EUR,CBE,2957790.6,2023-01-01T00:00:00Z,,,,,,,,False,
HBAR-USD,0.093,0.21551724137931,31670928.1,-47.55782672616556,0.1,0.00001,1,10000000,0.1,154273063.0129868607174962,Hedera,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,HBAR,,,,['HBAR-USDC'],HBAR,USD,False,0.00001,HBAR-USD,CBE,2945396.31,2023-01-01T00:00:00Z,,,,,,,,False,
HBAR-USDC,0.093,0.21551724137931,31670928.1,-47.55782672616556,0.1,0.00001,1,10000000,0.1,154273063.0129868607174962,Hedera,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,HBAR,,,HBAR-USD,[],HBAR,USD,False,0.00001,HBAR-USDC,CBE,2945396.31,2023-01-01T00:00:00Z,,,,,,,,False,
BTC-GBP,52735.42,0.69505480184704,51.36227963,-53.44557700837689,0.00000001,0.01,1,10000000,0.00000001,200,Bitcoin,British Pound,False,False,False,online,False,False,False,False,False,SPOT,GBP,BTC,,,,[],BTC,GBP,False,0.01,BTC-GBP,CBE,2708611.39,2023-01-01T00:00:00Z,,,,,,,,False,
USDC-GBP,0.7497,-0.07996801279488,3193889.15,-83.93661830858008,0.01,0.0001,1,10000000,0.01,10000000,USDC,British Pound,False,False,False,online,False,True,False,False,False,SPOT,GBP,USDC,,,,[],USDC,GBP,False,0.0001,USDC-GBP,CBE,2394458.6958,2023-01-01T00:00:00Z,,,,,,,,False,
ZRO-USD,2.017,0.49825610363727,1180750.89,-39.86873697655603,0.01,0.001,1,10000000,0.01,3333333.3333333333333333,LayerZero,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZRO,,,,['ZRO-USDC'],ZRO,USD,False,0.001,ZRO-USD,CBE,2381574.55,2024-06-20T15:56:00.047Z,,,,,,,,False,
ZRO-USDC,2.017,0.49825610363727,1180750.89,-39.86873697655603,0.01,0.001,1,10000000,0.01,3333333.3333333333333333,LayerZero,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZRO,,,ZRO-USD,[],ZRO,USD,False,0.001,ZRO-USDC,CBE,2381574.55,2024-06-20T15:56:00.047Z,,,,,,,,False,
BTC-USDT,70364.13,0.69036681854718,31.88829594,-55.87514357480721,0.00000001,0.01,1,10000000,0.00000001,400,Bitcoin,Tether,False,False,False,online,False,False,False,False,False,SPOT,USDT,BTC,,,,[],BTC,USDT,False,0.01,BTC-USDT,CBE,2243792.2,2023-01-01T00:00:00Z,,,,,,,,False,
AVAX-USD,9.5,0.21097046413502,234138.21858737,-28.47705030990774,0.00000001,0.01,1,10000000,0.00000001,631600,Avalanche,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AVAX,,,,['AVAX-USDC'],AVAX,USD,False,0.01,AVAX-USD,CBE,2224313.08,2023-01-01T00:00:00Z,,,,,,,,False,
AVAX-USDC,9.5,0.21097046413502,234138.21858737,-28.47705030990774,0.00000001,0.01,1,10000000,0.00000001,631600,Avalanche,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AVAX,,,AVAX-USD,[],AVAX,USD,False,0.01,AVAX-USDC,CBE,2224313.08,2023-01-01T00:00:00Z,,,,,,,,False,
XLM-USD,0.16585,0.09052504526252,13349593.32336304,-40.40265409107199,0.00000001,0.000001,1,10000000,0.00000001,116945400,Stellar Lumens,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,XLM,,,,['XLM-USDC'],XLM,USD,False,0.000001,XLM-USD,CBE,2214030.05,2023-01-01T00:00:00Z,,,,,,,,False,
XLM-USDC,0.16585,0.09052504526252,13349593.32336304,-40.40265409107199,0.00000001,0.000001,1,10000000,0.00000001,116945400,Stellar Lumens,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,XLM,,,XLM-USD,[],XLM,USD,False,0.000001,XLM-USDC,CBE,2214030.05,2023-01-01T00:00:00Z,,,,,,,,False,
PENGU-USD,0.007073,-2.23911541119558,296529770,-31.75100777242535,1,0.000001,1,10000000,1,988588355.8560099337241711,Pudgy Penguins,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PENGU,,,,['PENGU-USDC'],PENGU,USD,False,0.000001,PENGU-USD,CBE,2097355.06,2025-02-12T21:19:00.014Z,,,,,,,,False,
PENGU-USDC,0.007073,-2.23911541119558,296529770,-31.75100777242535,1,0.000001,1,10000000,1,988588355.8560099337241711,Pudgy Penguins,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PENGU,,,PENGU-USD,[],PENGU,USD,False,0.000001,PENGU-USDC,CBE,2097355.06,2025-02-12T21:19:00.014Z,,,,,,,,False,
ANKR-USD,0.00561,12.87726358148893,371507001,426.6314877792044,1,0.00001,1,10000000,1,313228300,Ankr,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ANKR,,,,['ANKR-USDC'],ANKR,USD,False,0.00001,ANKR-USD,CBE,2084154.28,2023-01-01T00:00:00Z,,,,,,,,False,
ANKR-USDC,0.00561,12.87726358148893,371507001,426.6314877792044,1,0.00001,1,10000000,1,313228300,Ankr,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ANKR,,,ANKR-USD,[],ANKR,USD,False,0.00001,ANKR-USDC,CBE,2084154.28,2023-01-01T00:00:00Z,,,,,,,,False,
NEAR-USD,1.322,-0.82520630157539,1397260.308,-56.71693208864475,0.001,0.001,1,10000000,0.001,5280000,NEAR Protocol,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,NEAR,,,,['NEAR-USDC'],NEAR,USD,False,0.001,NEAR-USD,CBE,1847178.13,2023-01-01T00:00:00Z,,,,,,,,False,
NEAR-USDC,1.322,-0.82520630157539,1397260.308,-56.71693208864475,0.001,0.001,1,10000000,0.001,5280000,NEAR Protocol,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,NEAR,,,NEAR-USD,[],NEAR,USD,False,0.001,NEAR-USDC,CBE,1847178.13,2023-01-01T00:00:00Z,,,,,,,,False,
WLD-USD,0.3158,-5.89988081048868,5579561.5,88.31888850506243,0.01,0.0001,1,10000000,0.01,8859073.6720585319059008,Worldcoin,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,WLD,,,,['WLD-USDC'],WLD,USD,False,0.0001,WLD-USD,CBE,1762025.52,2025-04-30T17:13:03.393Z,,,,,,,,False,
WLD-USDC,0.3158,-5.89988081048868,5579561.5,88.31888850506243,0.01,0.0001,1,10000000,0.01,8859073.6720585319059008,Worldcoin,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,WLD,,,WLD-USD,[],WLD,USD,False,0.0001,WLD-USDC,CBE,1762025.52,2025-04-30T17:13:03.393Z,,,,,,,,False,
USDT-EUR,0.86451,-0.04278050134123,1992107.96,-72.80007196121074,0.01,0.00001,1,10000000,0.01,11241800,Tether,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,USDT,,,,[],USDT,EUR,False,0.00001,USDT-EUR,CBE,1722197.2525,2023-01-01T00:00:00Z,,,,,,,,False,
BONK-USD,0.00000597,0.16778523489933,283406705422,-37.75772984801045,1,0.00000001,1,10000000,1,357142857143,Bonk,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BONK,,,,['BONK-USDC'],BONK,USD,False,0.00000001,BONK-USD,CBE,1691938.03,2023-12-13T18:38:00.799Z,,,,,,,,False,
BONK-USDC,0.00000597,0.16778523489933,283406705422,-37.75772984801045,1,0.00000001,1,10000000,1,357142857143,Bonk,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BONK,,,BONK-USD,[],BONK,USD,False,0.00000001,BONK-USDC,CBE,1691938.03,2023-12-13T18:38:00.799Z,,,,,,,,False,
WLFI-USD,0.09438,1.1358765537934,17801127,-36.67087906731588,0.1,0.00001,1,10000000,0.1,33295297.1468653824781416,World Liberty Financial,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,WLFI,,,,['WLFI-USDC'],WLFI,USD,False,0.00001,WLFI-USD,CBE,1680070.37,2025-09-01T13:12:02.261Z,,,,,,,,False,
WLFI-USDC,0.09438,1.1358765537934,17801127,-36.67087906731588,0.1,0.00001,1,10000000,0.1,33295297.1468653824781416,World Liberty Financial,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,WLFI,,,WLFI-USD,[],WLFI,USD,False,0.00001,WLFI-USDC,CBE,1680070.37,2025-09-01T13:12:02.261Z,,,,,,,,False,
DIMO-USD,0.01515,5.28144544822794,110277481.8,454.10225794741497,0.1,0.00001,1,10000000,0.1,78083813.3479475039096488,DIMO,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,DIMO,,,,['DIMO-USDC'],DIMO,USD,False,0.00001,DIMO-USD,CBE,1670703.85,2023-04-17T15:55:00.988Z,,,,,,,,False,
DIMO-USDC,0.01515,5.28144544822794,110277481.8,454.10225794741497,0.1,0.00001,1,10000000,0.1,78083813.3479475039096488,DIMO,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,DIMO,,,DIMO-USD,[],DIMO,USD,False,0.00001,DIMO-USDC,CBE,1670703.85,2023-04-17T15:55:00.988Z,,,,,,,,False,
XAN-USD,0.0107,-4.03587443946188,142765677.6,-50.15215120766899,0.1,0.00001,1,10000000,0.1,43465733.5264513154846218,Anoma,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,XAN,,,,['XAN-USDC'],XAN,USD,False,0.00001,XAN-USD,CBE,1527592.75,2025-09-29T18:39:00.010Z,,,,,,,,False,
XAN-USDC,0.0107,-4.03587443946188,142765677.6,-50.15215120766899,0.1,0.00001,1,10000000,0.1,43465733.5264513154846218,Anoma,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,XAN,,,XAN-USD,[],XAN,USD,False,0.00001,XAN-USDC,CBE,1527592.75,2025-09-29T18:39:00.010Z,,,,,,,,False,
EURC-USDC,1.1563,0.02595155709343,1312572,-75.40588832243819,1,0.0001,2,10000000,1,8944543.8282647584973166,EURC,USDC,False,False,False,online,False,True,False,False,False,SPOT,USDC,EURC,,,,[],EURC,USDC,False,0.0001,EURC-USDC,CBE,1517727,2024-08-20T16:19:00.044Z,,,,,,,,False,
PEPE-USD,0.00000343,0.29239766081871,426997639294,-69.38685436322585,1,0.00000001,1,10000000,1,539937939102.8409944033184418,Pepe,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PEPE,,,,['PEPE-USDC'],PEPE,USD,False,0.00000001,PEPE-USD,CBE,1464601.9,2024-11-13T14:35:00.034Z,,,,,,,,False,
PEPE-USDC,0.00000343,0.29239766081871,426997639294,-69.38685436322585,1,0.00000001,1,10000000,1,539937939102.8409944033184418,Pepe,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PEPE,,,PEPE-USD,[],PEPE,USD,False,0.00000001,PEPE-USDC,CBE,1464601.9,2024-11-13T14:35:00.034Z,,,,,,,,False,
SOL-EUR,77.59,0.83170890188434,18383.244,-44.16254204041876,0.001,0.01,1,10000000,0.001,60000,Solana,Euro,False,False,False,online,False,False,False,False,False,SPOT,EUR,SOL,,,,[],SOL,EUR,False,0.01,SOL-EUR,CBE,1426355.9,2023-01-01T00:00:00Z,,,,,,,,False,
USDT-USDC,0.9999,0.01000200040008,1365753.52,54.25993283444393,0.01,0.0001,1,10000000,0.01,10000550.0302516638415113,Tether,USDC,False,False,False,online,False,True,False,False,False,SPOT,USDC,USDT,,,,[],USDT,USDC,False,0.0001,USDT-USDC,CBE,1365616.94,2023-01-01T00:00:00Z,,,,,,,,False,
MON-USD,0.02187,-0.95108695652174,60425680,-4.39993762057358,1,0.00001,1,10000000,1,400000000,Monad,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,MON,,,,['MON-USDC'],MON,USD,False,0.00001,MON-USD,CBE,1321509.62,2025-11-24T13:08:00.017Z,,,,,,,,False,
MON-USDC,0.02187,-0.95108695652174,60425680,-4.39993762057358,1,0.00001,1,10000000,1,400000000,Monad,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MON,,,MON-USD,[],MON,USD,False,0.00001,MON-USDC,CBE,1321509.62,2025-11-24T13:08:00.017Z,,,,,,,,False,
UNI-USD,3.578,0.53385782523181,367709.163111,-15.21079248040027,0.000001,0.001,1,10000000,0.000001,1726300,Uniswap,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,UNI,,,,['UNI-USDC'],UNI,USD,False,0.001,UNI-USD,CBE,1315663.39,2023-01-01T00:00:00Z,,,,,,,,False,
UNI-USDC,3.578,0.53385782523181,367709.163111,-15.21079248040027,0.000001,0.001,1,10000000,0.000001,1726300,Uniswap,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,UNI,,,UNI-USD,[],UNI,USD,False,0.001,UNI-USDC,CBE,1315663.39,2023-01-01T00:00:00Z,,,,,,,,False,
ONDO-USD,0.25991,0.55323429278861,4950695.58,-44.59452124974132,0.01,0.00001,1,10000000,0.01,333333333.3333333333333333,Ondo,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ONDO,,,,['ONDO-USDC'],ONDO,USD,False,0.00001,ONDO-USD,CBE,1286735.29,2024-01-22T17:08:00.320Z,,,,,,,,False,
ONDO-USDC,0.25991,0.55323429278861,4950695.58,-44.59452124974132,0.01,0.00001,1,10000000,0.01,333333333.3333333333333333,Ondo,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ONDO,,,ONDO-USD,[],ONDO,USD,False,0.00001,ONDO-USDC,CBE,1286735.29,2024-01-22T17:08:00.320Z,,,,,,,,False,
